NCTId;LeadSponsorName;LeadSponsorClass;CollaboratorName;CollaboratorClass;Condition;StudyType;OverallOfficialName;OverallOfficialAffiliation;OverallOfficialRole;ResponsiblePartyType;ResponsiblePartyInvestigatorFullName;ResponsiblePartyInvestigatorAffiliation;ResponsiblePartyInvestigatorTitle
NCT05143229;University of Kansas Medical Center;OTHER;['Gilead Sciences'];['INDUSTRY'];['Breast Cancer'];Interventional;Priyanka Sharma, MD;University of Kansas Medical Center;Principal Investigator;Principal Investigator;Priyanka Sharma;University of Kansas Medical Center;Principal Investigator
NCT05143970;Institut Paoli-Calmettes;OTHER;['Innate Pharma'];['INDUSTRY'];['Metastatic Cancer', 'Metastatic Breast Cancer', 'Metastatic Pancreatic Cancer', 'Metastatic Gastric Cancer', 'Metastatic Lung Cancer', 'Metastatic Ovary Cancer', 'Oesophageal Cancer', 'Endometrial Cancer', 'Advanced Solid Tumor'];Interventional;Anthony GONCALVES, MD PhD;Institut Paoli-Calmettes;Principal Investigator;Sponsor;;;
NCT05144698;Rapa Therapeutics LLC;INDUSTRY;;;['Solid Tumor', 'Breast Cancer', 'Small Cell and Non-small Cell Lung Cancer', 'Triple Negative Breast Cancer', 'Gastric Cancer', 'Esophageal Adenocarcinoma', 'Gastric Junction Adenocarcinoma', 'Esophageal Squamous Cell Carcinoma', 'Head and Neck Cancer', 'Squamous Cell Carcinoma of Oral Cavity', 'Squamous Cell Carcinoma of Larynx', 'Squamous Cell Carcinoma of Nasopharynx', 'Squamous Cell Carcinoma of Other Specified Sites of Skin', 'Carcinoma of Unknown Primary', 'Bladder Cancer', 'Malignant Melanoma'];Interventional;Daniel Fowler, M.D.;Rapa Therapeutics LLC;Study Director;Sponsor;;;
NCT05145907;I-Mab Biopharma Co. Ltd.;INDUSTRY;;;['Triple-negative Breast Cancer', 'Head and Neck Squamous Cell Carcinoma'];Interventional;Liyang Song, Master;I-Mab Biopharma Co. Ltd.;Study Director;Sponsor;;;
NCT05146297;Icahn School of Medicine at Mount Sinai;OTHER;;;['Breast Cancer', 'Liver Cancer', 'Prostate Cancer'];Interventional;Nina Bickell;Icahn School of Medicine at Mount Sinai;Principal Investigator;Principal Investigator;Nina Bickell;Icahn School of Medicine at Mount Sinai;Professor
NCT05146778;Gangnam Severance Hospital;OTHER;;;['Breast Cancer', 'Mastectomy', 'Pain, Chronic', 'Pain, Post Operative'];Interventional;Sung Gwe G Ahn, M.D.,Ph.D.;Gangnam Severance Hospital;Principal Investigator;Principal Investigator;Sung Gwe Ahn;Gangnam Severance Hospital;Assocaite Professor
NCT05148910;University of Sao Paulo General Hospital;OTHER;['Walter da Silva Pinheiro'];['UNKNOWN'];['Breast Cancer', 'Contraception'];Interventional;Edmund C Baracat, PhD;Faculdade de Medicina FMUSP, Universidade de Sao Paulo, Sao Paulo, Brazil.;Principal Investigator;Sponsor;;;
NCT05150652;Emily Marcinkowski;OTHER;;;['Breast Cancer', 'HER2-negative Breast Cancer', 'Node-negative Breast Cancer', 'Breast Carcinoma'];Interventional;Emily Marcinkowski, MD;University of Kentucky;Principal Investigator;Sponsor-Investigator;Emily Marcinkowski;University of Kentucky;Associate Professor
NCT05153135;Novartis Pharmaceuticals;INDUSTRY;;;['Metastatic Breast Cancer'];Observational;Novartis Pharmaceuticals;Novartis Pharmaceuticals;Study Director;Sponsor;;;
NCT05153187;Pfizer;INDUSTRY;;;['Breast Cancer'];Observational;Pfizer CT.gov Call Center;Pfizer;Study Director;Sponsor;;;
NCT05154396;Cancer Institute and Hospital, Chinese Academy of Medical Sciences;OTHER;;;['HER2-positive Breast Cancer'];Interventional;Peng Yuan;Cancer Institute and Hospital, Chinese Academy of Medical Sciences;Principal Investigator;Principal Investigator;Peng Yuan;Cancer Institute and Hospital, Chinese Academy of Medical Sciences;Chief of VIP department
NCT05155566;Pfizer;INDUSTRY;;;['Breast Cancer Metastatic'];Observational;Pfizer CT.gov Call Center;Pfizer;Study Director;Sponsor;;;
NCT05156463;Milton S. Hershey Medical Center;OTHER;['National Institutes of Health (NIH)'];['NIH'];['Breast Cancer', 'Colon Cancer'];Interventional;Shirley M Bluethmann, PhD;Milton S. Hershey Medical Center;Principal Investigator;Principal Investigator;Shirley Bluethmann;Milton S. Hershey Medical Center;Assistant Professor
NCT05156606;University Medical Center Groningen;OTHER;;;['Male Breast Cancer'];Interventional;Geke A.P. Hospers, MD,PhD;UMCG;Principal Investigator;Principal Investigator;Prof. Geke A.P. Hospers;University Medical Center Groningen;Principal investigator
NCT05160324;Fondazione Humanitas per la Ricerca;OTHER;;;['Breast Cancer'];Interventional;Corrado Tinterri, MD;Istituto Clinico Humanitas;Principal Investigator;Sponsor;;;
NCT05160480;University of California, Davis;OTHER;['Lantheus Medical Imaging'];['INDUSTRY'];['Prostate Cancer', 'Breast Cancer', 'Neuroendocrine Tumors'];Interventional;Lorenzo Nardo, MD;University of California, Davis;Principal Investigator;Sponsor;;;
NCT05160545;Sichuan Baili Pharmaceutical Co., Ltd.;INDUSTRY;;;['Breast Cancer'];Interventional;Erwei Song;Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University;Principal Investigator;Sponsor;;;
NCT05160545;Sichuan Baili Pharmaceutical Co., Ltd.;INDUSTRY;;;['Breast Cancer'];Interventional;Herui Yiao;Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University;Principal Investigator;Sponsor;;;
NCT05161195;Novartis Pharmaceuticals;INDUSTRY;;;['Metastatic Breast Cancer'];Interventional;Novartis Pharmaceuticals;Novartis Pharmaceuticals;Study Director;Sponsor;;;
NCT05161260;Sundar Balasubramanian;INDUSTRY;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Sundar Balasubramanian, PhD;"PranaScience; Medical University of South Carolina";Principal Investigator;Sponsor-Investigator;Sundar Balasubramanian;PranaScience Institute LLC;Principal Investigator, Founder, Owner
NCT05162846;University of Michigan Rogel Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer', 'Colorectal Cancer', 'Ovarian Cancer', 'Prostate Cancer', 'Pancreatic Cancer', 'Endometrial Cancer'];Interventional;Elena Stoffel, MD, MPH;University of Michigan Rogel Cancer Center;Principal Investigator;Sponsor;;;
NCT05163106;University Hospital, Akershus;OTHER;['Vestre Viken Hospital Trust'];['OTHER'];['Breast Cancer', 'HER2-negative Breast Cancer', 'ER-positive Breast Cancer', 'Locally Advanced Breast Cancer', 'Luminal A Breast Cancer', 'Luminal B Breast Cancer'];Interventional;Jürgen Geisler, MD, PhD;University Hospital, Akershus;Principal Investigator;Principal Investigator;Jurgen Geisler;University Hospital, Akershus;Chief Physician
NCT05164874;Université de Caen Normandie;OTHER;['Departmental councils'];['UNKNOWN'];['Breast Cancer'];Interventional;Elodie Guillaume, PhD;Université de Caen Normandie;Principal Investigator;Principal Investigator;Élodie Guillaume;Université de Caen Normandie;PhD in Epidemiology and Public Health
NCT05165225;Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University;OTHER;['Jiangsu HengRui Medicine Co., Ltd.'];['INDUSTRY'];['Breast Cancer', 'HER2-low-expressing Breast Cancer', 'Hormone Receptor-positive Breast Cancer', 'Neoadjuvant Therapy'];Interventional;Gong Chang, doctor;Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University;Principal Investigator;Principal Investigator;Chang Gong;Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University;Chief physician
NCT05166148;Institut de cancérologie Strasbourg Europe;OTHER;;;['Breast Cancer'];Interventional;Roland SCHOTT, MD;Institut de cancérologie Strasbourg Europe;Principal Investigator;Sponsor;;;
NCT05168696;Necmettin Erbakan University;OTHER;;;['Breast Cancer Female', 'Anxiety', 'Fatigue'];Interventional;Arzu USLU, RN, MS, PhD(c), Instructor;Necmettin Erbakan University Faculty of Nursing;Study Director;Principal Investigator;Arzu USLU;Necmettin Erbakan University;RN, MS, PhD(c), Instructor
NCT05168696;Necmettin Erbakan University;OTHER;;;['Breast Cancer Female', 'Anxiety', 'Fatigue'];Interventional;Selda ARSLAN, Assoc. Prof.;Necmettin Erbakan University Faculty of Nursing;Principal Investigator;Principal Investigator;Arzu USLU;Necmettin Erbakan University;RN, MS, PhD(c), Instructor
NCT05170087;Sunnybrook Health Sciences Centre;OTHER;;;['Breast Cancer', 'Head and Neck Cancer', 'Brain Cancer', 'Gynecologic Cancer'];Observational;Gregory Czarnota, Ph.D. M.D.;Sunnybrook Health Sciences Centre;Principal Investigator;Principal Investigator;Dr. Gregory Czarnota;Sunnybrook Health Sciences Centre;Radiation Oncologist and Clinical Scientist
NCT05173415;Constanze Elfgen;OTHER;;;['Breast Cancer'];Interventional;Constanze Elfgen, Dr.med.;Brust-Zentrum AG;Principal Investigator;Sponsor-Investigator;Constanze Elfgen;Brust-Zentrum AG;Study Principal Investigator
NCT05176080;Henan Cancer Hospital;OTHER_GOV;;;['Metastatic Breast Cancer'];Interventional;Min Yan;Henan Cancer Hospital;Principal Investigator;Sponsor;;;
NCT05176405;Virginia Commonwealth University;OTHER;;;['Breast Cancer', 'Behavior'];Interventional;Jeanine Guidry, PhD;Virginia Commonwealth University;Principal Investigator;Sponsor;;;
NCT05176756;Abramson Cancer Center of the University of Pennsylvania;OTHER;['City of Hope National Medical Center'];['OTHER'];['Cardiovascular Diseases', 'Breast Cancer', 'Prostate Cancer', 'Physical Inactivity'];Interventional;Kevin Volpp, MD, PhD;University of Pennsylvania;Principal Investigator;Sponsor;;;
NCT05176756;Abramson Cancer Center of the University of Pennsylvania;OTHER;['City of Hope National Medical Center'];['OTHER'];['Cardiovascular Diseases', 'Breast Cancer', 'Prostate Cancer', 'Physical Inactivity'];Interventional;Alexander C. Fanaroff, MD;University of Pennsylvania;Principal Investigator;Sponsor;;;
NCT05177796;M.D. Anderson Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Anatomic Stage III Breast Cancer AJCC v8', 'Anatomic Stage IIIA Breast Cancer AJCC v8', 'Anatomic Stage IIIB Breast Cancer AJCC v8', 'Anatomic Stage IIIC Breast Cancer AJCC v8', 'Anatomic Stage IV Breast Cancer AJCC v8', 'Breast Inflammatory Carcinoma', 'Invasive Breast Carcinoma', 'Prognostic Stage III Breast Cancer AJCC v8', 'Prognostic Stage IIIA Breast Cancer AJCC v8', 'Prognostic Stage IIIB Breast Cancer AJCC v8', 'Prognostic Stage IIIC Breast Cancer AJCC v8', 'Prognostic Stage IV Breast Cancer AJCC v8', 'Triple-Negative Breast Carcinoma'];Interventional;Azadeh Nasrazad, MD,PHD;M.D. Anderson Cancer Center;Principal Investigator;Sponsor;;;
NCT05178927;University of Florida;OTHER;['Florida Breast Cancer Foundation'];['UNKNOWN'];['Breast Cancer'];Interventional;Perry Johnson;University of Florida;Principal Investigator;Sponsor;;;
NCT05179161;University Hospital, Ghent;OTHER;;;['Breast Cancer Female'];Interventional;Liv Veldeman, MD, PhD;University Hospital, Ghent;Principal Investigator;Sponsor;;;
NCT05179824;Tempus Labs;INDUSTRY;;;['Breast Cancer', 'Prostate Cancer', 'Bladder Cancer', 'Lung Cancer', 'Brain Cancer', 'Pancreatic Cancer', 'Ovarian Cancer', 'Fallopian Tube Cancer', 'Peritoneal Cancer', 'Cancer of Liver', 'Cancer of Colon', 'Cancer of Head and Neck', 'Cancer of Stomach', 'Cancer of Gastrointestinal Tract', 'Cancer of Rectum', 'Cancer of Esophagus', 'Cancer of Skin', 'Cancer of Cervix', 'Cancer of Kidney', 'Cancer of Larynx', 'Cancer of Endometrium', 'Cancer of the Bile Duct', 'Cancer of Vulva', 'Cancer of Bone and Connective Tissue', 'Leukemia', 'Lymphoma', 'Spinal Cord Cancer'];Observational;Kristiyana Kaneva, MD, MS, MBA;Tempus Labs, Inc.;Principal Investigator;Sponsor;;;
NCT05180006;Gustave Roussy, Cancer Campus, Grand Paris;OTHER;['Hoffmann-La Roche'];['INDUSTRY'];['Breast Cancer'];Interventional;Barbara Pistilli, Dr;Gustave Roussy, Cancer Campus, Grand Paris;Study Director;Sponsor;;;
NCT05180656;University of Toronto;OTHER;;;['Breast Cancer', 'Breast Cancer Stage I', 'Breast Cancer Stage II', 'Breast Cancer Stage III'];Interventional;Linda Trinh, PhD;University of Toronto, Faculty of Kinesiology and Physical Education;Study Director;Principal Investigator;Linda Trinh;University of Toronto;Professor and Lab Director
NCT05180851;Shanghai Fengxian District Central Hospital;OTHER;['Shanghai Yuansong Biotechnology Co., LTD'];['UNKNOWN'];['Head and Neck Cancer', 'Melanoma', 'Breast Cancer', 'Bladder Cancer', 'Ovarian Carcinoma', 'Cervical Carcinoma', 'Lung Cancer'];Interventional;Rong Zhang, MD;Shanghai Fengxian District Central Hospital;Principal Investigator;Sponsor;;;
NCT05181033;National University Hospital, Singapore;OTHER;['Eisai Co., Ltd.'];['INDUSTRY'];['Breast Cancer'];Interventional;Soo Chin Lee;National University Hospital, Singapore;Principal Investigator;Sponsor;;;
NCT05181462;Cantargia AB;INDUSTRY;['Spanish Breast Cancer Research Group'];['OTHER'];['Triple Negative Breast Cancer'];Interventional;Chief Investigator;Hospital General Universitario Gregorio;Study Director;Sponsor;;;
NCT05181462;Cantargia AB;INDUSTRY;['Spanish Breast Cancer Research Group'];['OTHER'];['Triple Negative Breast Cancer'];Interventional;Chief Investigator;Clínica Universitaria de Navarra;Study Director;Sponsor;;;
NCT05181462;Cantargia AB;INDUSTRY;['Spanish Breast Cancer Research Group'];['OTHER'];['Triple Negative Breast Cancer'];Interventional;Chief Investigator;Instituto de Investigación Sanitaria (IIS) Biodonostia - OSI;Study Director;Sponsor;;;
NCT05181462;Cantargia AB;INDUSTRY;['Spanish Breast Cancer Research Group'];['OTHER'];['Triple Negative Breast Cancer'];Interventional;Chief Medical Officer;Cantargia AB;Study Director;Sponsor;;;
NCT05181722;Johns Hopkins University;OTHER;['Association of University Radiologists (AUR) - GERRAF'];['UNKNOWN'];['Breast Cancer'];Interventional;Eniola Oluyemi;Johns Hopkins University;Principal Investigator;Sponsor;;;
NCT05183126;University of Michigan Rogel Cancer Center;OTHER;;;['Breast Cancer'];Interventional;Daniel L Hertz, PharmD, PhD;University of Michigan Rogel Cancer Center;Principal Investigator;Sponsor;;;
NCT05183828;University of Washington;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Anatomic Stage I Breast Cancer AJCC v8', 'Anatomic Stage II Breast Cancer AJCC v8', 'Anatomic Stage III Breast Cancer AJCC v8', 'Breast Adenocarcinoma', 'Invasive Breast Carcinoma of No Special Type'];Interventional;Meghan R. Flanagan;Fred Hutch/University of Washington Cancer Consortium;Principal Investigator;Sponsor;;;
NCT05184582;Karolinska Institutet;OTHER;;;['Breast Cancer'];Interventional;Jana de Boniface;Karolinska Institutet;Principal Investigator;Principal Investigator;Jana de Boniface;Karolinska Institutet;Ass. Prof, PI
NCT05184790;University of Sydney;OTHER;['Peter MacCallum Cancer Centre, Australia'];['OTHER'];['Arrhythmias, Cardiac', 'Breast Cancer', 'Prostatic Cancer', 'Brain Cancer', 'Kidney Cancer', 'Head and Neck Cancer', 'Liver Cancer', 'Pancreatic Cancer', 'Spinal Neoplasm'];Observational;Paul Keall;Professor;Study Chair;Sponsor;;;
NCT05187338;Second Affiliated Hospital of Guangzhou Medical University;OTHER;;;['Lung Cancer', 'Liver Cancer', 'Colorectal Cancer', 'Pancreas Cancer', 'Ovary Cancer', 'Head and Neck Cancer', 'Breast Cancer', 'Gastric Cancer', 'Cervical Cancer', 'Esophageal Cancer', 'Sarcoma'];Interventional;Zhenfeng Zhang, MD, PHD;Second Affiliated Hospital of Guangzhou Medical University;Principal Investigator;Sponsor;;;
NCT05187832;Kind Pharmaceuticals LLC;INDUSTRY;;;['Advanced or Metastatic Breast Cancer'];Interventional;Yusha Zhu, MD PhD;Kind Pharmaceuticals LLC;Study Director;Sponsor;;;
NCT05189067;Second Affiliated Hospital, School of Medicine, Zhejiang University;OTHER;;;['HER2-positive Breast Cancer', 'Adjuvant Therapy'];Interventional;Tao Pan;2nd Affiliated Hospital, School of Medicine, Zhejiang University, China;Principal Investigator;Sponsor;;;
NCT05190094;International Cancer Research Group, United Arab Emirates;OTHER;['King Abdallah University for Science and Technology (KAUST), Thuwal, Saudi Arabia.'];['UNKNOWN'];['Hormonal Receptors Positive, HER2 Negative, Advanced Breast Cancer'];Interventional;M.R.K. BAHADOOR, MD, EMBA;International Cancer Research Group;Study Director;Sponsor;;;
NCT05190770;Memorial Sloan Kettering Cancer Center;OTHER;;;['Breast Cancer', 'Breast Cancer Stage', 'Breast Cancer Stage I', 'Breast Cancer Stage II', 'Breast Cancer Stage III', 'Breast Cancer Stage IV'];Interventional;Alina Markova, MD;Memorial Sloan Kettering Cancer Center;Principal Investigator;Sponsor;;;
NCT05190978;University of California, Los Angeles;OTHER;['Weill Medical College of Cornell University'];['OTHER'];"['Breast Cancer', 'Breast Implant; Complications, Infection or Inflammation']";Interventional;Michael Delong, MD;University of California, Los Angeles;Principal Investigator;Principal Investigator;Michael R. Delong;University of California, Los Angeles;Assistant Professor-in-Residence
NCT05192525;The Hong Kong Polytechnic University;OTHER;['Ruijin Hospital'];['OTHER'];['Breast Cancer', 'Chemotherapeutic Toxicity'];Interventional;Nuo Shi, MPH;The Hong Kong Polytechnic University;Principal Investigator;Sponsor;;;
NCT05192525;The Hong Kong Polytechnic University;OTHER;['Ruijin Hospital'];['OTHER'];['Breast Cancer', 'Chemotherapeutic Toxicity'];Interventional;Arkers KC Wong Dr, PhD;The Hong Kong Polytechnic University;Study Chair;Sponsor;;;
NCT05192525;The Hong Kong Polytechnic University;OTHER;['Ruijin Hospital'];['OTHER'];['Breast Cancer', 'Chemotherapeutic Toxicity'];Interventional;Frances KY Wong Prof, PhD;The Hong Kong Polytechnic University;Study Chair;Sponsor;;;
NCT05192525;The Hong Kong Polytechnic University;OTHER;['Ruijin Hospital'];['OTHER'];['Breast Cancer', 'Chemotherapeutic Toxicity'];Interventional;Xiaobin Lai Dr, PhD;Fudan University;Study Director;Sponsor;;;
NCT05192798;First Affiliated Hospital Bengbu Medical College;OTHER;;;['Triple-negative Breast Cancer'];Interventional;Yan Yang, M.D.,Ph.D;First Affiliated Hospital of Bengbu Medical College;Principal Investigator;Principal Investigator;Yan Yang, MD, Ph.D;First Affiliated Hospital Bengbu Medical College;Associate Director of the Department of Medical Oncology
NCT05193149;Ohio State University Comprehensive Cancer Center;OTHER;;;['Cancer Survivors', 'Obesity', 'Breast Cancer'];Interventional;Dharini M Bhammar, PhD;Ohio State University;Principal Investigator;Principal Investigator;Dharini Bhammar;Ohio State University;Assistant Professor
NCT05196087;University Health Network, Toronto;OTHER;['Princess Margaret Hospital, Canada'];['OTHER'];['Breast Cancer', 'Head and Neck Cancer', 'Melanoma'];Observational;Lillian Siu, MD;Princess Margaret Hospital, Canada;Principal Investigator;Sponsor;;;
NCT05196087;University Health Network, Toronto;OTHER;['Princess Margaret Hospital, Canada'];['OTHER'];['Breast Cancer', 'Head and Neck Cancer', 'Melanoma'];Observational;Philippe Bedard, MD;Princess Margaret Hospital, Canada;Principal Investigator;Sponsor;;;
NCT05196269;Fundacao Champalimaud;OTHER;;;['Breast Cancer'];Interventional;Maria-Joao Cardoso, PhD;Champalimaud Foundation;Principal Investigator;Sponsor;;;
NCT05198622;Shaukat Khanum Memorial Cancer Hospital & Research Centre;OTHER;;;['Breast Cancer', 'Chronic Pain', 'Intercostobrachial Nerve Injury'];Interventional;Dr. Ibtissam Bin Khalid, MBBS;Shaukat Khanum Memorial Cancer Hospital & Research Center;Principal Investigator;Principal Investigator;Dr. Ibtissam Bin Khalid;Shaukat Khanum Memorial Cancer Hospital & Research Centre;Principal Investigator
NCT05198843;National Cancer Institute (NCI);NIH;;;['Anatomic Stage IV Breast Cancer AJCC v8', 'Metastatic Triple-Negative Breast Inflammatory Carcinoma'];Interventional;Naoto T Ueno;University of Texas MD Anderson Cancer Center LAO;Principal Investigator;Sponsor;;;
NCT05201963;National Cancer Institute, Egypt;OTHER;;;['Breast Cancer', 'Post-mastectomy Pain Syndrome', 'Acute Pain'];Interventional;Mohammed Magdy, Master;National Cancer Institute Cairo University;Principal Investigator;Principal Investigator;Mohammed Magdy Abdelrahman Elsayed;National Cancer Institute, Egypt;Assistant Lecturer of Anesthesiology , ICU and Pain Management
NCT05201963;National Cancer Institute, Egypt;OTHER;;;['Breast Cancer', 'Post-mastectomy Pain Syndrome', 'Acute Pain'];Interventional;Somaya Elsheikh Abdelaziz, Professor;National Cancer Institute Cairo University;Study Chair;Principal Investigator;Mohammed Magdy Abdelrahman Elsayed;National Cancer Institute, Egypt;Assistant Lecturer of Anesthesiology , ICU and Pain Management
NCT05201963;National Cancer Institute, Egypt;OTHER;;;['Breast Cancer', 'Post-mastectomy Pain Syndrome', 'Acute Pain'];Interventional;Ahmed H. Bekir, Professor;National Cancer Institute Cairo University;Study Director;Principal Investigator;Mohammed Magdy Abdelrahman Elsayed;National Cancer Institute, Egypt;Assistant Lecturer of Anesthesiology , ICU and Pain Management
NCT05201963;National Cancer Institute, Egypt;OTHER;;;['Breast Cancer', 'Post-mastectomy Pain Syndrome', 'Acute Pain'];Interventional;Sayed M. Abed, Lecturer;National Cancer Institute Cairo University;Study Director;Principal Investigator;Mohammed Magdy Abdelrahman Elsayed;National Cancer Institute, Egypt;Assistant Lecturer of Anesthesiology , ICU and Pain Management
NCT05201963;National Cancer Institute, Egypt;OTHER;;;['Breast Cancer', 'Post-mastectomy Pain Syndrome', 'Acute Pain'];Interventional;Mohammed ElSaed Abdelfattah, Lecturer;National Cancer Institute Cairo University;Study Director;Principal Investigator;Mohammed Magdy Abdelrahman Elsayed;National Cancer Institute, Egypt;Assistant Lecturer of Anesthesiology , ICU and Pain Management
NCT05203029;Isfahan University of Medical Sciences;OTHER;;;['Breast Cancer Survivors'];Interventional;Fateme Abedini, MSc;Isfahan University of Medical Sciences;Principal Investigator;Principal Investigator;Fateme Abedini;Isfahan University of Medical Sciences;Principal investigator
NCT05203445;Memorial Sloan Kettering Cancer Center;OTHER;['Merck Sharp & Dohme LLC'];['INDUSTRY'];['Breast Cancer'];Interventional;Ayca Gucalp, MD;Memorial Sloan Kettering Cancer Center;Principal Investigator;Sponsor;;;
NCT05203458;AstraZeneca;INDUSTRY;;;['Breast Cancer, HER2'];Observational;Wentao Yang, Dr.;Fudan University;Principal Investigator;Sponsor;;;
NCT05203497;Tomsk National Research Medical Center of the Russian Academy of Sciences;OTHER;;;['Breast Cancer Female'];Interventional;Vladimir Chernov, MD, Prof.;Tomsk NRMC;Principal Investigator;Sponsor;;;
NCT05205200;Fudan University;OTHER;;;['Breast Cancer', 'Metastatic Cancer'];Interventional;Zhi-Ming Shao;Fudan University;Principal Investigator;Sponsor;;;
NCT05206331;Margarita Louise Zuley;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Margarita L Zuley, MD;University of Pittsburgh;Principal Investigator;Sponsor-Investigator;Margarita Louise Zuley;University of Pittsburgh;Professor
NCT05206396;Ain Shams University;OTHER;;;['Breast Cancer'];Observational;Iman Sharawy, MD;Ain Shams University;Principal Investigator;Principal Investigator;Iman Aly;Ain Shams University;Professor
NCT05207514;Samyang Biopharmaceuticals Corporation;INDUSTRY;;;['Breast Cancer'];Interventional;Joohyuk Sohn;Severance Hospital;Principal Investigator;Sponsor;;;
NCT05207709;SOLTI Breast Cancer Research Group;OTHER;['Alliance Foundation Trials, LLC.'];['OTHER'];['Metastatic Breast Cancer'];Interventional;Aleix Prat, MD;Hospital Clínic of Barcelona / SOLTI;Principal Investigator;Sponsor;;;
NCT05207709;SOLTI Breast Cancer Research Group;OTHER;['Alliance Foundation Trials, LLC.'];['OTHER'];['Metastatic Breast Cancer'];Interventional;Lisa A Carey, MD;UNC Lineberger Comprehensive Cancer Center;Principal Investigator;Sponsor;;;
NCT05207709;SOLTI Breast Cancer Research Group;OTHER;['Alliance Foundation Trials, LLC.'];['OTHER'];['Metastatic Breast Cancer'];Interventional;Dan G Stover, MD;Stefanie Spielman Comprehensive Breast Center;Principal Investigator;Sponsor;;;
NCT05207709;SOLTI Breast Cancer Research Group;OTHER;['Alliance Foundation Trials, LLC.'];['OTHER'];['Metastatic Breast Cancer'];Interventional;Tomás Pascual, MD;SOLTI Breast Cancer Research Group;Principal Investigator;Sponsor;;;
NCT05209529;European Organisation for Research and Treatment of Cancer - EORTC;NETWORK;['AstraZeneca'];['INDUSTRY'];['TNBC - Triple-Negative Breast Cancer', 'BRCA1 Mutation', 'BRCA2 Mutation'];Interventional;Etienne Brain;Institut Curie Paris;Study Chair;Sponsor;;;
NCT05212701;Dompé Farmaceutici S.p.A;INDUSTRY;;;['Fatigue', 'Locally Advanced or Metastatic Breast Cancer'];Interventional;Enrico Maria Minnella, MD;Dompé farmaceutici SpA;Study Director;Sponsor;;;
NCT05213403;Fondazione Policlinico Universitario Agostino Gemelli IRCCS;OTHER;;;['Early Breast Cancer'];Observational;Gianluca Franceschini, Prof.;IRCCS Policlinico Agostino Gemelli - Roma;Principal Investigator;Principal Investigator;FABI ALESSANDRA;Fondazione Policlinico Universitario Agostino Gemelli IRCCS;Dr.ssa
NCT05213962;National Cancer Center, Korea;OTHER_GOV;;;['Breast Cancer'];Observational;Tae hyun Kim, Ph.D;National Cancer Center, Korea;Principal Investigator;Principal Investigator;Tae Hyun Kim;National Cancer Center, Korea;Principal Investigator
NCT05215106;Gustave Roussy, Cancer Campus, Grand Paris;OTHER;['AstraZeneca'];['INDUSTRY'];['Early Small (cT1N0) Triple Negative Breast Cancer'];Interventional;Monica Arnedos, MD;Gustave Roussy, Cancer Campus, Grand Paris;Study Director;Sponsor;;;
NCT05215769;Ohio State University Comprehensive Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Anatomic Stage IV Breast Cancer AJCC v8', 'Metastatic Breast Carcinoma', 'Metastatic Lung Carcinoma', 'Metastatic Malignant Solid Neoplasm', 'Prognostic Stage IV Breast Cancer AJCC v8', 'Stage IV Lung Cancer AJCC v8', 'Stage IVA Lung Cancer AJCC v8', 'Stage IVB Lung Cancer AJCC v8'];Interventional;Daniel G Stover, MD;Ohio State University Comprehensive Cancer Center;Principal Investigator;Principal Investigator;Daniel Stover;Ohio State University Comprehensive Cancer Center;Principal Investigator
NCT05216302;Raquel Sebio;OTHER;"[""Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau""]";['OTHER'];['Breast Cancer'];Interventional;Raquel Sebio, PhD;School of Health Sciences TecnoCampus. University Pompeu Fabra;Study Director;Sponsor-Investigator;Raquel Sebio;Universitat Pompeu Fabra;Principal Investigator
NCT05217381;MedSIR;OTHER;['AstraZeneca'];['INDUSTRY'];['Early Breast Cancer', 'Metastatic Breast Cancer', 'Locally Advanced Breast Cancer'];Observational;Javier Cortés, MD, PhD;MedSIR;Principal Investigator;Sponsor;;;
NCT05218876;Norwegian School of Sport Sciences;OTHER;['Active against Cancer - Norway'];['UNKNOWN'];['Breast Cancer Female'];Interventional;Truls Raastad, Professor;Department of Physical Performance, Norwegian School of Sports Science;Principal Investigator;Principal Investigator;Truls Raastad;Norwegian School of Sport Sciences;Professor
NCT05219695;Columbia University;OTHER;;;['Fibroadenoma', 'Breast Cancer Stage I'];Interventional;Elisa Konofagou, PhD;Professor of Biomedical Engineering;Principal Investigator;Principal Investigator;Elisa Konofagou;Columbia University;Professor of Biomedical Engineering
NCT05222464;Ottawa Hospital Research Institute;OTHER;;;['Breast Cancer'];Interventional;Sharon McGee, MD;The Ottawa Hospital Cancer Centre;Principal Investigator;Sponsor;;;
